Time [LST],"Temperature [ITS-90, deg C]","Salinity, Practical [PSU]","Depth [salt water, m], lat = 33.00","Beam Transmission, Chelsea/Seatech/WET Labs CStar [%]","Density [sigma-t, Kg/m^3 ]",Altimeter [m],"Oxygen, SBE 43 [ml/l]",Conductivity [S/m],Heading [deg],Pitching [deg],Rolling [deg]
15:09:44,25.5394,41.4907,9.911,79.5112,28.0865,4.96,3.04242,6.235014,305.4719216,0.3312,1.692
15:09:45,25.54,41.4673,10.142,79.5357,28.0685,5.05,2.96837,6.232011,305.4719216,0.2844,0.6372
15:09:46,25.5396,41.4658,10.469,79.5112,28.0676,5.03,3.03012,6.231789,305.2302947,0.1116,0.3312
15:09:47,25.5405,41.4722,10.663,79.4868,28.0721,4.93,3.04319,6.232751,306.9385977,0.7236,1.6488
15:09:48,25.5412,41.5025,10.588,79.4868,28.0949,5.1,2.96631,6.236824,307.3560772,0.9,2.484
15:09:49,25.5408,41.589,10.312,79.5112,28.1605,5.35,2.95468,6.248212,308.1793243,1.0332,3.186
15:09:50,25.5409,41.6151,10.036,79.5112,28.1803,5.35,2.91462,6.251664,308.8966375,0.7236,3.6252
15:09:51,25.5417,41.5926,9.998,79.5357,28.163,5.42,2.82761,6.248782,308.5412294,0.1116,2.79
15:09:52,25.5423,41.5666,10.146,79.5357,28.1431,5.42,2.78452,6.245428,307.7246843,0.1116,2.088
15:09:53,25.5428,41.5562,10.317,79.5112,28.135,5.49,2.73309,6.244117,308.2682218,0.7236,2.79
15:09:54,25.5423,41.5556,10.428,79.5112,28.1348,5.69,2.65198,6.243993,308.4491804,0.1116,3.276
15:09:55,25.5419,41.5728,10.465,79.5112,28.1479,54.87,2.58585,6.246214,309.3867805,0.1116,3.7152
15:09:56,25.542,41.5887,10.427,79.5357,28.16,98.58,2.53941,6.248328,310.5604801,0.2844,3.9348
15:09:57,25.5426,41.602,10.248,79.5112,28.1699,98.58,2.48653,6.250148,309.9111775,0.504,3.9348
15:09:58,25.5438,41.6008,10.061,79.5357,28.1685,98.58,2.43667,6.25013,309.9111775,0.5508,4.1976
15:09:59,25.5455,41.5766,10.12,79.4868,28.1497,98.58,2.84651,6.247132,308.7211091,0.1116,4.3308
15:10:00,25.5444,42.1274,10.447,79.5112,28.5677,98.58,4.03517,6.319773,308.0419292,0.1116,4.8132
15:10:01,25.544,42.7611,10.737,79.5112,29.0484,98.58,4.51318,6.403234,308.4491804,0.1116,5.3424
15:10:02,25.5445,42.8346,10.669,79.5112,29.1041,98.58,4.41928,6.412966,307.7246843,-0.0216,4.9464
15:10:03,25.5431,42.8768,10.415,79.5357,29.1365,98.58,4.34638,6.418326,307.0794716,0.1116,5.076
15:10:04,25.5414,42.958,10.131,79.5357,29.1986,98.58,4.32166,6.428772,305.9977574,0.1116,4.0212
15:10:05,25.5413,42.9945,10.324,79.5357,29.2263,98.58,4.29005,6.433578,305.9509394,-0.504,3.3624
15:10:06,25.5428,43.002,11.038,79.5112,29.2316,98.58,4.26166,6.434789,306.8010876,-1.6056,3.5388
15:10:07,25.5438,43.0093,11.969,79.4868,29.2368,98.58,4.2653,6.43591,307.2653321,-1.6488,3.8016
15:10:08,25.5444,43.0864,12.445,79.4868,29.2951,98.58,4.27779,6.446134,309.0751379,0.8136,4.3308
15:10:09,25.5434,43.1086,12.384,79.5112,29.3123,98.58,4.28307,6.448937,309.6927838,1.0764,4.68
15:10:10,25.542,43.1217,12.101,79.5112,29.3227,98.58,4.26614,6.450466,310.4334321,0.5508,4.3308
15:10:11,25.5416,43.1578,11.974,79.5112,29.3502,98.58,4.25306,6.455152,312.0876785,0.1116,4.4604
15:10:12,25.5417,43.1183,12.226,79.5112,29.3202,98.58,4.25812,6.449977,313.1203122,0.1116,3.4056
15:10:13,25.5435,43.1133,12.792,79.5112,29.3158,98.58,4.25462,6.449589,314.5760082,-0.9,3.672
15:10:14,25.5443,43.0665,13.38,79.4868,29.28,98.58,4.23904,6.443557,315.3285847,-0.2844,3.4488
15:10:15,25.5445,43.112,13.692,79.4868,29.3145,98.58,4.26044,6.44958,316.8806756,0.1116,3.5388
15:10:16,25.5443,43.1269,13.743,79.4868,29.3258,98.58,4.27187,6.451516,317.6792757,0.1116,4.374
15:10:17,25.5447,43.1568,13.817,79.4868,29.3484,98.58,4.25502,6.455496,317.5303167,0.1116,3.4488
15:10:18,25.5449,43.1621,14.138,79.4868,29.3524,98.58,4.24966,6.45623,317.7567189,0.1116,2.9664
15:10:19,25.545,43.1633,14.681,79.5112,29.3533,98.58,4.23593,6.456438,318.3943462,0.1116,3.6252
15:10:20,25.5446,43.202,15.149,79.5357,29.3828,98.58,4.24982,6.461498,318.7702539,0.1116,3.276
15:10:21,25.5452,43.2177,15.298,79.5357,29.3945,98.58,4.26802,6.463634,319.4342672,0.1116,3.7584
15:10:22,25.5452,43.2294,15.178,79.5112,29.4033,98.58,4.2637,6.465164,319.9481935,0.1116,4.374
15:10:23,25.545,43.2613,15.103,79.5357,29.4276,98.58,4.25214,6.469329,319.987105,-0.0216,3.978
15:10:24,25.5449,43.2255,15.415,79.5357,29.4005,98.58,4.25656,6.46463,320.0588834,-0.4608,3.5388
15:10:25,25.5406,43.2032,16.063,79.5357,29.3849,98.58,4.26648,6.461199,319.8403224,-1.2528,3.3192
15:10:26,25.5399,43.2257,16.792,79.5112,29.4022,98.58,4.27893,6.464088,319.1773353,-1.8684,3.186
15:10:27,25.54,43.2958,17.141,79.5112,29.4554,98.58,4.25845,6.473325,319.618047,0.0648,3.5388
15:10:28,25.5417,43.3167,16.94,79.5112,29.4707,98.58,4.23341,6.47627,319.1409825,0.1116,3.5388
15:10:29,25.5444,43.2716,16.53,79.5357,29.4356,98.58,4.26623,6.470671,319.8762984,0.1116,3.672
15:10:30,25.5441,43.265,16.239,79.5357,29.4307,98.58,4.27222,6.469756,320.3869105,0.1116,4.1976
15:10:31,25.543,43.2947,16.231,79.5357,29.4536,98.58,4.27039,6.473515,320.2051977,-0.1548,3.5388
15:10:32,25.5391,43.2227,16.506,79.5357,29.4002,98.58,4.25556,6.463581,319.729276,-1.4292,3.0096
15:10:33,25.5339,43.2911,16.923,79.5357,29.4538,98.58,4.24566,6.47193,319.765311,-1.5156,2.79
15:10:34,25.5336,43.321,17.145,79.5112,29.4766,98.58,4.27379,6.475835,321.6458824,0.1116,3.186
15:10:35,25.5366,43.4167,16.989,79.5112,29.5482,98.58,4.29014,6.488752,322.6386366,0.1116,3.8016
15:10:36,25.5402,43.4827,16.534,79.5357,29.5972,98.58,4.27772,6.49785,323.7577898,0.1116,3.978
15:10:37,25.5418,43.503,16.161,79.5357,29.6121,98.58,4.26519,6.500699,323.9649534,-0.0216,3.7584
15:10:38,25.539,43.4337,16.168,79.5357,29.5604,98.58,4.27144,6.491245,325.6782224,-0.7704,3.9348
15:10:39,25.5362,43.3676,16.51,79.5357,29.5111,98.58,4.27199,6.482242,326.6192651,-1.6488,3.186
15:10:40,25.5347,43.3249,16.874,79.5357,29.4792,98.58,4.27232,6.476469,328.3802142,-0.6372,2.9664
15:10:41,25.5347,43.3006,16.978,79.5112,29.4607,98.58,4.27057,6.47328,330.2985929,0.1116,3.5388
15:10:42,25.535,43.3178,16.739,79.4868,29.4737,98.58,4.26322,6.475572,331.3250473,0.1116,3.8016
15:10:43,25.5378,43.3016,16.359,79.5112,29.4605,98.58,4.26424,6.473769,332.1187874,0.1116,3.8016
15:10:44,25.5367,43.3227,16.217,79.5357,29.4769,98.58,4.26232,6.476396,333.7531105,0.0216,3.582
15:10:45,25.5356,43.3361,16.462,79.5357,29.4873,98.58,4.2588,6.478027,336.2842167,0.1116,3.8916
15:10:46,25.5343,43.3138,16.849,79.5112,29.4709,98.58,4.28097,6.474956,338.4076751,0.1116,3.8448
15:10:47,25.5342,43.3227,16.997,79.4868,29.4777,98.58,4.28522,6.476125,339.903642,0.1116,3.3192
15:10:48,25.5346,43.3029,16.788,79.5357,29.4625,98.58,4.28638,6.473561,341.4168843,0.1116,3.5388
15:10:49,25.537,43.3142,16.385,79.5357,29.4703,98.58,4.2678,6.475327,342.710494,0.1116,3.8016
15:10:50,25.5365,43.3242,16.168,79.5357,29.4781,98.58,4.25871,6.476559,345.2430055,0.1116,4.7268
15:10:51,25.5351,43.2993,16.235,79.5357,29.4596,98.58,4.26779,6.473126,346.8583064,0.1116,4.5072
15:10:52,25.5323,43.3305,16.473,79.5357,29.4842,98.58,4.26254,6.476886,347.7486909,-0.0216,3.582
15:10:53,25.5323,43.2985,16.689,79.5357,29.4599,98.58,4.26243,6.472691,349.261899,0.1116,3.5388
15:10:54,25.5329,43.3033,16.792,79.5112,29.4634,98.58,4.26771,6.473407,349.9166864,0.1116,3.4056
15:10:55,25.5325,43.2798,16.785,79.5112,29.4457,98.58,4.27509,6.470264,351.7877817,0.1116,4.284
15:10:56,25.5333,43.2675,16.613,79.5357,29.4361,98.58,4.27426,6.468742,352.6621404,0.1116,4.1544
15:10:57,25.5373,43.2967,16.337,79.5112,29.457,98.58,4.25082,6.473062,354.1272179,0.1116,4.77
15:10:58,25.5374,43.3124,16.203,79.5112,29.4688,98.58,4.25375,6.475137,355.2228746,0.1116,3.978
15:10:59,25.536,43.3524,16.366,79.5357,29.4996,98.58,4.28265,6.480211,357.9437861,0.1116,4.284
15:11:00,25.5333,43.3128,16.686,79.5357,29.4704,98.58,4.27618,6.474684,358.9227759,0.1116,3.9348
15:11:01,25.5341,43.3262,16.864,79.5112,29.4804,98.58,4.26214,6.476569,359.1474073,0.1116,3.8448
15:11:02,25.5356,43.3333,16.707,79.4868,29.4852,98.58,4.25701,6.477674,0.265853371,0.1116,4.284
15:11:03,25.5388,43.3306,16.342,79.5357,29.4822,98.58,4.26207,6.47771,1.384400736,0.1116,4.5072
15:11:04,25.538,43.3461,16.2,79.5357,29.4942,98.58,4.27722,6.479631,2.141068593,0.1116,4.284
15:11:05,25.5372,43.3233,16.415,79.5357,29.4772,98.58,4.26338,6.476541,3.485733232,0.1116,3.8016
15:11:06,25.5357,43.3162,16.735,79.5601,29.4723,98.58,4.23948,6.475445,4.60925884,0.1116,3.978
15:11:07,25.536,43.322,16.831,79.4624,29.4766,98.58,4.25013,6.476252,5.225741734,0.2412,4.374
15:11:08,25.5381,43.3301,16.54,79.5357,29.482,98.58,4.26919,6.477565,6.774382964,0.1116,5.076
15:11:09,25.5403,43.4269,16.108,79.5601,29.5548,98.58,4.24416,6.49052,6.802079094,0.1116,4.1544
15:11:10,25.5395,43.4708,15.951,79.5601,29.5883,98.58,4.2357,6.496162,7.564371929,0.2412,3.8016
15:11:11,25.5382,43.4619,16.226,79.5601,29.582,98.58,4.26243,6.494847,7.846523314,0.1116,3.7152
15:11:12,25.5376,43.4053,16.791,79.5357,29.5393,98.58,4.25835,6.487382,8.779949551,0.1548,3.8016
15:11:13,25.5381,43.3862,17.163,79.5112,29.5247,98.58,4.25301,6.484953,10.11124829,0.198,4.5072
15:11:14,25.5387,43.3914,16.999,79.5112,29.5284,98.58,4.2717,6.485705,11.30782109,0.1116,5.166
15:11:15,25.5394,43.3992,16.418,79.5357,29.5341,98.58,4.28134,6.486784,11.70776485,0.1116,5.076
15:11:16,25.5404,43.3886,15.896,79.5112,29.5257,98.58,4.26612,6.485496,11.79437788,0.1116,4.4172
15:11:17,25.5397,43.3529,15.829,79.5601,29.4988,98.58,4.25723,6.480728,11.93723215,0.1116,3.8016
15:11:18,25.5386,43.3465,16.231,79.5357,29.4943,98.58,4.26065,6.479767,12.76777459,0.0648,3.5388
15:11:19,25.5384,43.3201,16.789,79.5112,29.4744,98.58,4.26697,6.476297,13.54447021,-0.1116,3.8448
15:11:20,25.5389,43.3243,17.02,79.4868,29.4774,98.58,4.25678,6.476931,13.77324807,0.8136,3.8016
15:11:21,25.5401,43.3365,16.781,79.5112,29.4863,98.58,4.26886,6.478662,13.57276063,0.3312,3.8016
15:11:22,25.5404,43.3456,16.23,79.5357,29.4931,98.58,4.2781,6.479867,14.49644894,0.1116,4.1544
15:11:23,25.5409,43.3468,15.872,79.5357,29.4938,98.58,4.28065,6.480075,15.1602727,0.1116,4.1112
15:11:24,25.5399,43.3681,16.073,79.5357,29.5103,98.58,4.26815,6.482749,15.74282964,0.1116,3.7584
15:11:25,25.539,43.359,16.653,79.5357,29.5037,98.58,4.26335,6.481462,17.43598198,-1.6488,3.8916
15:11:26,25.5392,43.3861,17.055,79.5112,29.5242,98.58,4.2557,6.48507,18.05199888,-0.198,3.9348
15:11:27,25.5395,43.4676,16.891,79.5112,29.5859,98.58,4.24783,6.495791,17.40715777,0.2412,3.3192
15:11:28,25.5411,43.4643,16.235,79.5357,29.5829,98.58,4.25723,6.495536,17.2607048,0.3312,3.276
15:11:29,25.5413,43.4841,15.706,79.5112,29.5979,98.58,4.26184,6.498122,19.58956549,0.1116,4.1976
15:11:30,25.5406,43.4551,15.832,79.5601,29.5761,98.58,4.25389,6.494238,20.06707575,0.2412,3.8016
15:11:31,25.5395,43.4467,16.435,79.5112,29.5701,98.58,4.26026,6.493032,21.86370785,-1.692,3.582
15:11:32,25.5381,43.4038,16.993,79.5112,29.538,98.58,4.27723,6.487247,21.7131504,-0.2412,3.1428
15:11:33,25.5396,43.4785,17.023,79.5112,29.5942,98.58,4.27334,6.497242,21.92545754,1.0764,4.1976
15:11:34,25.5402,43.473,16.583,79.5112,29.5898,98.58,4.27262,6.496571,21.56275034,0.594,4.1976
15:11:35,25.541,43.4663,16.068,79.5357,29.5844,98.58,4.27586,6.495772,21.92545754,0.1548,3.7584
15:11:36,25.5402,43.4946,15.889,79.5357,29.6062,98.58,4.27752,6.499374,22.04409217,0.1116,3.8016
15:11:37,25.5397,43.4969,16.083,79.5112,29.6081,98.58,4.27321,6.499619,22.1356076,0.1116,3.582
15:11:38,25.5388,43.5226,16.462,79.5357,29.6279,98.58,4.27862,6.502896,22.61891002,0.1116,3.672
15:11:39,25.5384,43.5177,16.745,79.5112,29.6243,98.58,4.2833,6.502215,22.3163399,0.6372,3.9348
15:11:40,25.5389,43.5706,16.714,79.4868,29.6643,98.58,4.2732,6.509215,21.3829681,0.6372,3.672
15:11:41,25.5372,43.5361,16.416,79.5112,29.6386,98.58,4.27299,6.504466,20.5729693,0.1116,4.0644
15:11:42,25.5353,43.5603,16.14,79.5357,29.6576,98.58,4.26421,6.507381,20.3332579,0.1116,4.1544
15:11:43,25.5335,43.594,16.087,79.5357,29.6838,98.58,4.26686,6.511567,19.44124287,0.2412,3.7152
15:11:44,25.5308,43.628,16.206,79.5357,29.7104,98.58,4.25908,6.515691,19.29305565,0.594,3.978
15:11:45,25.5292,43.5882,16.414,79.5357,29.6808,98.58,4.24571,6.510287,17.61142773,0.9,3.4056
15:11:46,25.5298,43.5793,16.577,79.5357,29.6738,98.58,4.25234,6.509197,15.77140545,0.9468,2.79
15:11:47,25.5279,43.6074,16.599,79.5112,29.6957,98.58,4.26592,6.512639,15.53815336,0.1116,3.8916
15:11:48,25.5272,43.6576,16.442,79.5112,29.7341,98.58,4.2569,6.519135,15.24814628,0.1116,3.8916
15:11:49,25.5261,43.6776,16.188,79.5112,29.7496,98.58,4.26353,6.521597,14.69775238,0.1116,3.672
15:11:50,25.5294,43.6447,16.039,79.5357,29.7236,98.58,4.27957,6.517699,14.23620938,0.1116,3.5388
15:11:51,25.5298,43.5995,16.187,79.438,29.6892,98.58,4.27775,6.51183,12.96995034,0.4608,3.0096
15:11:52,25.5317,43.6315,16.552,79.5601,29.7129,98.58,4.27645,6.516291,12.99817392,0.1116,3.6252
15:11:53,25.5343,43.6197,16.82,79.5357,29.703,98.58,4.26656,6.515083,13.1699368,0.1116,4.1544
15:11:54,25.5312,43.6763,16.737,79.5357,29.747,98.58,4.26773,6.522107,13.2852972,0.1116,4.0644
15:11:55,25.5295,43.6778,16.283,79.5357,29.7487,98.58,4.27393,6.522052,12.96995034,0.1116,3.9348
15:11:56,25.5328,43.6719,15.761,79.5357,29.7432,98.58,4.27937,6.521679,12.73957692,0.1116,3.672
15:11:57,25.5315,43.6105,15.679,79.5357,29.697,98.58,4.26298,6.513465,11.62351876,0.1116,3.3624
15:11:58,25.5309,43.5738,16.088,79.5601,29.6693,98.58,4.25875,6.508597,11.27977605,0.1116,3.4056
15:11:59,25.5325,43.5553,16.699,79.5601,29.6547,98.58,4.25423,6.506391,11.05084334,0.1116,3.0996
15:12:00,25.5322,43.627,17.019,79.5357,29.7093,98.58,4.24351,6.515773,10.93877841,0.2412,3.8016
15:12:01,25.5313,43.6865,16.825,79.5357,29.7547,98.58,4.25854,6.523452,11.10922741,0.1548,3.8448
15:12:02,25.5331,43.7403,16.274,79.5357,29.795,98.58,4.2632,6.530707,10.48161439,0.2844,3.7584
15:12:03,25.5344,43.7575,15.908,79.5112,29.8076,98.58,4.26193,6.533108,9.715730667,0.1116,3.6252
15:12:04,25.5331,43.7571,16.124,79.5112,29.8078,98.58,4.26452,6.532898,8.49713752,0.1116,2.9232
15:12:05,25.5318,43.7501,16.407,79.5357,29.8028,98.58,4.26392,6.531835,7.959899939,0.504,3.582
15:12:06,25.5326,43.769,16.518,79.5112,29.8169,98.58,4.2591,6.534409,7.310131422,0.6372,3.672
15:12:07,25.5335,43.8758,16.302,79.5357,29.8977,98.58,4.2462,6.548505,6.322233087,0.6372,3.8016
15:12:08,25.5355,43.9382,15.862,79.5357,29.9444,98.58,4.24534,6.556902,6.746688425,0.9468,4.68
15:12:09,25.5373,43.9639,15.415,79.5601,29.9634,98.58,4.25748,6.560473,5.564140422,0.6372,4.374
15:12:10,25.5355,43.9714,15.288,79.5601,29.9697,98.58,4.26072,6.56122,4.04615239,0.198,3.9348
15:12:11,25.5346,43.9319,15.63,79.5112,29.94,98.58,4.2657,6.555954,3.373232016,0.1116,3.8016
15:12:12,25.5346,43.9063,15.891,79.5112,29.9205,98.58,4.27899,6.552612,2.056213916,0.4176,4.1112
15:12:13,25.5349,43.8576,15.928,79.5357,29.8835,98.58,4.27143,6.546274,1.189545838,0.2412,4.0212
15:12:14,25.5342,43.8735,15.577,79.5112,29.8958,98.58,4.23313,6.548259,0.572967345,0.1116,4.2408
15:12:15,25.5338,43.8787,15.272,79.5601,29.8998,98.58,4.21796,6.54886,0.37815489,0.1116,4.2408
15:12:16,25.5345,43.9004,15.19,79.5601,29.916,98.58,4.2374,6.551792,358.9777891,0.2412,3.5388
15:12:17,25.5342,43.8679,15.264,79.5357,29.8915,98.58,4.25672,6.547503,357.5515792,0.198,3.2292
15:12:18,25.5349,43.9829,15.509,79.5357,29.9786,98.58,4.26456,6.56266,356.2065404,0.1116,2.8368
15:12:19,25.5352,44.0706,15.702,79.5357,30.0451,98.58,4.2653,6.574184,356.1215522,0.1116,3.7584
15:12:20,25.5354,44.0772,15.687,79.5112,30.05,98.56,4.26454,6.575078,355.2504719,0.1116,3.6252
15:12:21,25.5351,44.0588,15.553,79.5357,30.0361,98.58,4.25958,6.572615,354.3805926,0.1116,3.8016
15:12:22,25.5348,44.043,15.523,79.5357,30.0243,98.58,4.24547,6.570518,353.5071053,0.1116,3.5388
15:12:23,25.5356,44.0372,15.634,79.5112,30.0196,98.58,4.24323,6.569852,353.0848117,0.1116,3.7584
15:12:24,25.5356,44.0307,15.73,79.5112,30.0147,98.58,4.24402,6.569023,351.9290068,0.1116,3.2292
15:12:25,25.5322,43.9627,15.648,79.5357,29.9641,98.56,4.2671,6.559671,351.1365568,0.1116,3.0996
15:12:26,25.5267,43.9077,15.387,79.5601,29.9241,98.56,4.26963,6.551755,350.7954255,0.1116,3.4056
15:12:27,25.5201,43.9265,15.096,79.5601,29.9405,98.56,4.24996,6.553367,351.9845572,0.1116,4.0212
15:12:28,25.5119,43.9035,15.021,79.5601,29.9256,98.56,4.27126,6.549306,351.5028625,0.1116,3.4056
15:12:29,25.5167,43.8634,15.326,79.5357,29.8937,98.58,4.29298,6.54469,351.0228822,0.1116,2.79
15:12:30,25.5312,43.8237,15.914,79.4868,29.8589,98.58,4.28402,6.541369,351.3916174,-0.1548,3.0564
15:12:31,25.5297,43.8025,16.301,79.5357,29.8433,98.56,4.27988,6.538411,351.5885918,0.3312,3.3624
15:12:32,25.5234,43.7854,16.152,79.5357,29.8323,98.58,4.25453,6.535364,352.0123296,0.1116,3.672
15:12:33,25.5178,43.8046,15.563,79.5357,29.8487,98.56,4.26087,6.537137,352.1257139,0.1116,4.0212
15:12:34,25.5152,43.8109,14.922,79.5112,29.8543,98.58,4.26848,6.537601,352.2945759,0.1116,3.672
15:12:35,25.5152,43.7537,14.832,79.5357,29.8109,98.58,4.27799,6.530124,352.6344104,0.1116,3.4956
15:12:36,25.5203,43.7087,15.309,79.5357,29.7751,98.56,4.28918,6.524878,352.9716755,-0.6372,3.0096
15:12:37,25.5247,43.693,15.964,79.5112,29.7618,98.58,4.26973,6.523424,352.0701826,-1.3392,2.6136
15:12:38,25.5215,43.7074,16.217,79.5112,29.7737,98.56,4.26333,6.524924,351.5607898,0.7704,2.88
15:12:39,25.5155,43.7109,15.964,79.5112,29.7783,98.58,4.2583,6.524597,351.7020961,0.9468,3.8016
15:12:40,25.5149,43.683,15.449,79.5357,29.7573,98.56,4.23266,6.520843,351.6743022,0.4176,3.8448
15:12:41,25.5141,43.6616,15.181,79.5357,29.7413,98.58,4.23945,6.517926,351.078564,0.1116,3.1428
15:12:42,25.5139,43.622,15.3,79.5357,29.7113,98.56,4.25859,6.51272,350.9091719,0.1116,2.9232
15:12:43,25.5158,43.6075,15.389,79.5357,29.6997,98.56,4.25787,6.511067,350.5120601,0.1116,3.5388
15:12:44,25.5127,43.6433,15.396,79.5357,29.7278,98.58,4.27115,6.515364,349.9166864,0.1116,3.5388
15:12:45,25.5123,43.6358,15.329,79.5357,29.7222,98.56,4.26116,6.514328,349.6884819,-0.0216,4.0644
15:12:46,25.5117,43.681,15.284,79.5357,29.7568,98.58,4.24496,6.520179,349.6884819,0.1116,4.1112
15:12:47,25.5067,43.7381,15.284,79.5601,29.8017,98.58,4.24009,6.527015,348.7763058,-0.0216,3.582
15:12:48,25.5042,43.7561,15.321,79.5601,29.8162,98.56,4.25635,6.529061,349.0612216,0.1116,3.5388
15:12:49,25.5037,43.771,15.343,79.5357,29.8277,98.56,4.25464,6.530943,348.2922351,0.3312,3.1428
15:12:50,25.4998,43.7246,15.365,79.5357,29.7937,98.56,4.26219,6.524379,348.0346565,0.594,3.5388
15:12:51,25.4976,43.6566,15.38,79.5112,29.7428,98.58,4.25143,6.515192,347.7768323,0.1116,3.9348
15:12:52,25.5008,43.5938,15.343,79.5357,29.6941,98.58,4.24975,6.507381,347.891712,0.1116,4.1112
15:12:53,25.5004,43.6376,15.261,79.5112,29.7275,98.58,4.26282,6.513048,347.7205465,0.1116,3.4488
15:12:54,25.5017,43.6654,15.156,79.5601,29.7481,98.56,4.26878,6.516854,348.6337429,0.1116,4.4172
15:12:55,25.5017,43.5816,15.164,79.5112,29.6845,98.56,4.28139,6.505873,348.9187984,0.1116,4.0644
15:12:56,25.5021,43.5241,15.275,79.5601,29.6408,98.56,4.27067,6.498403,349.77466,0.1116,4.0212
15:12:57,25.4981,43.5555,15.409,79.5357,29.6659,98.58,4.26624,6.502007,350.256366,0.594,3.672
15:12:58,25.4981,43.5324,15.439,79.5357,29.6483,98.58,4.2698,6.498994,350.3144953,0.3312,3.672
15:12:59,25.4982,43.5218,15.35,79.5601,29.6402,98.58,4.24289,6.497605,350.3981839,0.3312,3.8916
15:13:00,25.4932,43.5991,15.193,79.5601,29.7005,98.56,4.24125,6.50709,350.6816425,0.1116,4.1976
15:13:01,25.4931,43.5198,15.111,79.5112,29.6403,98.56,4.26804,6.496689,351.447244,0.1116,4.77
15:13:02,25.4983,43.4542,15.193,79.4868,29.5889,98.56,4.27954,6.488742,352.2668224,-0.0216,4.1544
15:13:03,25.4993,43.4149,15.357,79.5357,29.5588,98.58,4.27214,6.483738,352.9716755,-0.0216,3.8916
15:13:04,25.4997,43.3915,15.454,79.5357,29.5409,98.56,4.26296,6.480728,352.9162518,0.1116,3.186
15:13:05,25.5039,43.3481,15.395,79.5357,29.5066,98.56,4.26812,6.475563,353.1425238,0.1116,3.4056
15:13:06,25.5123,43.3476,15.268,79.5601,29.5036,98.56,4.25937,6.476541,353.7054364,0.1116,4.2408
15:13:07,25.5141,43.3728,15.201,79.5601,29.5221,98.56,4.25761,6.480084,354.2400988,0.2412,4.5504
15:13:08,25.5103,43.3794,15.29,79.5845,29.5283,98.56,4.2709,6.480456,354.5210526,0.1116,4.4604
15:13:09,25.5047,43.3521,15.447,79.5601,29.5094,98.56,4.29234,6.476188,355.140076,0.2412,4.1544
15:13:10,25.5029,43.4153,15.499,79.5357,29.5579,98.56,4.28795,6.484254,355.8412594,0.198,4.1976
15:13:11,25.5031,43.3566,15.387,79.4868,29.5133,98.56,4.26298,6.476568,356.9068174,0.1116,4.374
15:13:12,25.5118,43.3362,15.185,79.5112,29.495,98.56,4.27302,6.474974,358.5307752,0.198,4.7268
15:13:13,25.5114,43.3518,15.088,79.4868,29.507,98.56,4.27858,6.476976,359.6493476,-0.0216,4.9464
15:13:14,25.5111,43.3726,15.162,79.5601,29.5229,98.56,4.26497,6.479676,0.35065236,0.1116,4.1112
15:13:15,25.5092,43.3503,15.4,79.5601,29.5066,98.56,4.26575,6.476514,1.35689089,0.1116,4.0212
15:13:16,25.5055,43.3687,15.572,79.5357,29.5217,98.56,4.25843,6.478481,1.609076992,0.1116,3.4056
15:13:17,25.5075,43.3651,15.668,79.4868,29.5184,98.56,4.26184,6.478254,2.980724879,0.1116,4.0644
