Time [LST],"Temperature [ITS-90, deg C]","Salinity, Practical [PSU]","Depth [salt water, m], lat = 33.00","Beam Transmission, Chelsea/Seatech/WET Labs CStar [%]","Density [sigma-t, Kg/m^3 ]",Altimeter [m],"Oxygen, SBE 43 [ml/l]",Conductivity [S/m],Heading [deg],Pitching [deg],Rolling [deg]
6:07:46,27.7109,35.1165,12.17,80.9267,22.5764,98.58,4.39218,5.609202,125.1308496,-3.0564,3.0096
6:07:47,27.7166,35.114,11.179,80.9511,22.5727,98.58,4.36979,5.609406,124.8871673,-3.0564,2.6136
6:07:48,27.7185,35.1133,10.747,80.9267,22.5716,98.58,4.34758,5.609499,125.2302947,-4.0644,2.1744
6:07:49,27.7172,35.1144,11.134,80.8779,22.5729,98.58,4.36424,5.609542,124.9872162,-6.0444,3.0564
6:07:50,27.7133,35.1169,12.065,80.9511,22.576,98.58,4.38375,5.609517,125.4719216,-9.0324,4.5072
6:07:51,27.7101,35.1176,13.055,80.9511,22.5775,98.58,4.38841,5.609313,125.3730678,-7.5816,4.1112
6:07:52,27.7152,35.1159,13.122,80.9511,22.5746,98.58,4.38787,5.609611,121.4077848,-1.2528,1.3392
6:07:53,27.7199,35.1141,12.399,80.9267,22.5718,98.58,4.38207,5.609832,122.8809939,-3.9348,2.0448
6:07:54,27.7176,35.1156,11.423,80.9511,22.5737,98.58,4.3607,5.609764,121.6750337,-4.4172,1.4292
6:07:55,27.7143,35.1174,10.879,80.9511,22.5761,98.58,4.3548,5.609644,119.7590991,-5.2092,2.088
6:07:56,27.7152,35.1175,11.035,80.9267,22.5758,98.58,4.36697,5.609755,119.5878099,-7.4952,2.2212
6:07:57,27.7066,35.1222,11.69,80.9267,22.5822,98.58,4.35953,5.609543,118.3141795,-8.946,2.79
6:07:58,27.7065,35.1226,12.413,80.9267,22.5825,98.58,4.36477,5.609611,115.7312979,-7.5384,3.5388
6:07:59,27.7087,35.1214,12.829,80.9023,22.5809,98.58,4.38769,5.609688,112.1439146,-4.1544,3.186
6:08:00,27.7078,35.1221,12.762,80.9267,22.5817,98.58,4.36914,5.609696,112.1439146,-4.9464,3.2292
6:08:01,27.7075,35.1227,12.151,80.9267,22.5822,98.58,4.37004,5.609722,110.2882604,-4.2408,3.672
6:08:02,27.7074,35.1232,11.308,80.9267,22.5826,98.58,4.37749,5.609747,108.1581378,-3.9348,4.4604
6:08:03,27.7087,35.1229,10.928,80.9511,22.582,98.58,4.37874,5.609823,107.5222698,-4.77,5.2956
6:08:04,27.7078,35.1237,11.211,80.9267,22.5829,98.58,4.3847,5.609857,110.1223709,-7.4052,6.57
6:08:05,27.7093,35.1232,12.03,80.9511,22.582,98.58,4.38414,5.609977,114.4060549,-9.9576,6.0444
6:08:06,27.7146,35.1205,12.819,80.9267,22.5783,98.58,4.38916,5.61019,115.2090215,-7.7148,4.8996
6:08:07,27.7122,35.1219,12.826,80.9511,22.5801,98.58,4.37255,5.610148,112.9449271,-3.0996,4.77
6:08:08,27.7118,35.1226,12.117,80.9023,22.5808,98.58,4.37706,5.610165,114.4780601,-3.186,4.2408
6:08:09,27.7113,35.1232,11.253,80.9511,22.5814,98.58,4.3678,5.610164,115.5352833,-3.978,4.9896
6:08:10,27.712,35.123,11.006,80.9267,22.581,98.58,4.36581,5.610206,118.0813665,-5.7816,5.076
6:08:11,27.7136,35.1227,11.505,80.9267,22.5803,98.58,4.37631,5.610343,120.5934742,-8.8128,6.1776
6:08:12,27.7126,35.123,12.272,80.9023,22.5809,98.58,4.39015,5.610318,122.8303013,-9.3852,5.7348
6:08:13,27.7143,35.1223,12.637,80.9267,22.5797,98.58,4.3784,5.610412,120.8134134,-3.8916,3.7152
6:08:14,27.7124,35.1236,12.435,80.9267,22.5814,98.58,4.37139,5.610386,122.4136765,-3.8916,3.2292
6:08:15,27.7127,35.1233,11.883,80.8779,22.581,98.58,4.35711,5.610343,123.2924187,-4.1544,3.186
6:08:16,27.7168,35.1213,11.436,80.9511,22.5782,98.58,4.37429,5.610479,123.4424279,-4.1544,3.672
6:08:17,27.7293,35.1158,11.36,80.9511,22.57,98.58,4.39487,5.611016,123.8971528,-4.4604,3.4056
6:08:18,27.7329,35.1146,11.695,80.9023,22.5679,98.58,4.3903,5.611246,123.9464341,-5.076,3.0564
6:08:19,27.7439,35.1094,12.127,80.9267,22.5604,98.58,4.36871,5.611697,123.5959868,-5.2956,3.276
6:08:20,27.748,35.1077,12.394,80.9511,22.5578,98.58,4.36196,5.611902,122.7244677,-4.0212,3.186
6:08:21,27.7442,35.1097,12.364,80.9511,22.5605,98.58,4.38338,5.611783,121.8882543,-3.5388,2.9232
6:08:22,27.742,35.111,11.998,80.8779,22.5623,98.58,4.37509,5.611723,119.6434617,-2.6136,3.0564
6:08:23,27.7481,35.1084,11.439,80.9511,22.5583,98.58,4.36325,5.611969,119.0165066,-2.7468,3.4056
6:08:24,27.749,35.1082,11.147,80.9267,22.5578,98.58,4.37245,5.612029,119.1297009,-3.672,3.4056
6:08:25,27.7487,35.1087,11.541,80.9267,22.5583,98.58,4.37115,5.612089,121.0852534,-5.7348,3.3192
6:08:26,27.756,35.1053,12.338,80.9267,22.5534,98.58,4.37606,5.612404,121.0319462,-5.7816,3.4488
6:08:27,27.7561,35.1055,12.65,80.9755,22.5535,98.58,4.37712,5.612473,118.0180074,-2.394,2.5272
6:08:28,27.7507,35.1086,12.314,80.9511,22.5576,98.58,4.35868,5.612328,119.303427,-2.4408,2.79
6:08:29,27.7561,35.1061,11.762,80.9267,22.554,98.58,4.36146,5.612523,119.5878099,-2.9664,2.9232
6:08:30,27.7613,35.1041,11.516,80.9511,22.5508,98.58,4.36894,5.61277,120.2039638,-3.4056,2.9232
6:08:31,27.7621,35.1041,11.515,80.9511,22.5505,98.58,4.38468,5.612855,120.5393936,-3.9348,3.3192
6:08:32,27.7613,35.1048,11.589,80.9511,22.5513,98.58,4.37716,5.612872,120.0395567,-3.9348,3.3192
6:08:33,27.7626,35.105,11.775,80.9267,22.551,98.58,4.37263,5.613043,119.303427,-3.4056,3.3192
6:08:34,27.7656,35.1043,12.103,80.9511,22.5495,98.58,4.38781,5.613273,118.4347433,-3.0096,2.5704
6:08:35,27.7676,35.1038,12.393,80.9511,22.5485,98.58,4.37449,5.613435,117.1116701,-2.7036,2.9232
6:08:36,27.7654,35.1048,12.325,80.9511,22.5499,98.58,4.37093,5.613341,116.3679938,-2.79,3.5388
6:08:37,27.7653,35.1048,11.893,80.9511,22.55,98.58,4.36767,5.613315,116.3679938,-2.9232,3.3192
6:08:38,27.7684,35.103,11.461,80.9511,22.5476,98.58,4.34059,5.613358,116.1764193,-3.186,2.9232
6:08:39,27.7692,35.1031,11.431,80.9267,22.5475,98.58,4.339,5.61346,115.2090215,-3.7584,4.1976
6:08:40,27.7681,35.1045,11.713,80.9267,22.5488,98.58,4.34978,5.613554,114.67643,-3.8916,4.7268
6:08:41,27.7691,35.1046,12.078,80.9023,22.5486,98.58,4.36751,5.613699,115.7312979,-3.7584,3.978
6:08:42,27.7694,35.1052,12.257,80.9755,22.5489,98.58,4.37668,5.613818,115.9206884,-2.2644,3.186
6:08:43,27.7691,35.1055,12.145,80.9755,22.5493,98.58,4.38545,5.613827,117.8418599,-2.6136,2.8368
6:08:44,27.7697,35.1051,11.869,80.9023,22.5488,98.58,4.38255,5.613818,118.3141795,-2.6604,3.8016
6:08:45,27.773,35.103,11.787,80.9511,22.5461,98.58,4.37538,5.613861,118.0813665,-2.5704,3.8016
6:08:46,27.7749,35.1019,11.95,80.9267,22.5447,98.58,4.3687,5.61392,119.5878099,-2.9232,3.5388
6:08:47,27.7721,35.1048,12.338,80.9023,22.5478,98.58,4.36991,5.614057,120.2039638,-3.0564,3.276
6:08:48,27.7775,35.1008,12.732,80.8779,22.543,98.58,4.36502,5.614074,119.9845728,-2.88,3.2292
6:08:49,27.7763,35.1022,12.896,80.9023,22.5445,98.58,4.37851,5.614151,119.1908472,-1.9116,3.3624
6:08:50,27.7739,35.1044,12.889,80.8535,22.5469,98.58,4.37707,5.61421,119.5320627,-1.9116,3.672
6:08:51,27.7733,35.105,12.963,80.9511,22.5475,98.58,4.38018,5.614236,120.3176602,-1.9116,3.276
6:08:52,27.7705,35.1071,13.149,80.9267,22.5501,98.58,4.37129,5.614245,119.8144602,-1.4292,3.276
6:08:53,27.7693,35.1084,13.298,80.9267,22.5514,98.58,4.37628,5.614305,119.073154,-1.4292,3.4056
6:08:54,27.7603,35.1144,13.395,80.9023,22.5588,98.58,4.37947,5.614202,119.5878099,-1.9116,4.0644
6:08:55,27.7611,35.1153,13.552,80.9267,22.5592,98.58,4.37432,5.614416,121.1916219,-2.2644,4.1976
6:08:56,27.7606,35.1166,13.842,80.9267,22.5604,98.58,4.36111,5.614569,122.7244677,-2.088,3.672
6:08:57,27.7577,35.1185,14.095,80.9267,22.5628,98.58,4.35227,5.614535,123.392491,-1.9116,3.5388
6:08:58,27.7564,35.1198,14.237,80.8291,22.5642,98.58,4.33932,5.614595,123.8971528,-1.9116,3.5388
6:08:59,27.7552,35.1211,14.341,80.9511,22.5656,98.58,4.3789,5.614663,124.8871673,-1.782,3.4956
6:09:00,27.7541,35.1224,14.467,80.8535,22.5669,98.58,4.38689,5.614731,125.7121269,-1.9116,4.0644
6:09:01,27.7535,35.1233,14.594,80.8291,22.5678,98.58,4.3636,5.6148,126.9385977,-1.9116,3.276
6:09:02,27.7551,35.1231,14.69,80.9267,22.5671,98.58,4.35597,5.614945,128.0902511,-2.0448,3.5388
6:09:03,27.7558,35.1235,14.75,80.9023,22.5672,98.58,4.35958,5.615081,128.4491804,-1.9116,3.8916
6:09:04,27.7562,35.1239,14.839,80.9023,22.5674,98.58,4.37812,5.615183,129.4301013,-1.9116,2.9232
6:09:05,27.7536,35.1261,15.107,80.8779,22.5698,98.58,4.38505,5.615226,129.4301013,-1.692,2.9664
6:09:06,27.7453,35.1311,15.531,80.9267,22.5763,98.58,4.37779,5.615065,129.2529561,-1.6488,2.79
6:09:07,27.7346,35.1361,15.926,80.9511,22.5835,98.58,4.37337,5.614664,128.4049307,-1.9116,3.582
6:09:08,27.738,35.1351,16.022,80.9267,22.5817,98.58,4.37749,5.614886,128.3606379,-2.88,3.3624
6:09:09,27.7416,35.1341,15.896,80.9023,22.5798,98.58,4.37479,5.615116,127.5407665,-2.9232,3.7584
6:09:10,27.7472,35.1324,15.769,80.9023,22.5766,98.58,4.36348,5.615465,126.0951262,-2.1744,4.1976
6:09:11,27.7274,35.1414,15.79,80.8779,22.5899,98.58,4.35872,5.614639,125.7592155,-1.9116,3.582
6:09:12,27.7226,35.1442,16.021,80.8779,22.5935,98.58,4.35846,5.614545,125.3730678,-2.1744,4.284
6:09:13,27.7062,35.1515,16.416,80.9023,22.6044,98.58,4.37807,5.613847,125.853232,-3.276,5.2956
6:09:14,27.7154,35.1484,16.84,80.9511,22.599,98.58,4.38873,5.61441,127.8630568,-3.8016,4.6368
6:09:15,27.7219,35.1463,17.205,80.9267,22.5953,98.58,4.38736,5.614819,129.649703,-2.9664,3.672
6:09:16,27.7187,35.1484,17.264,80.9023,22.598,98.58,4.36807,5.614776,131.0758855,-2.6604,3.4488
6:09:17,27.7165,35.1501,17.077,80.8779,22.6,98.58,4.36047,5.614776,130.9046788,-2.0016,4.0212
6:09:18,27.7128,35.1523,16.928,80.9023,22.6028,98.58,4.36512,5.614691,131.5411182,-2.2212,3.582
6:09:19,27.7091,35.1547,17.061,80.9267,22.6058,98.58,4.37389,5.614631,132.5845146,-3.5388,4.284
6:09:20,27.708,35.1555,17.5,80.9267,22.6068,98.58,4.37417,5.614657,132.9153922,-3.8916,4.8132
6:09:21,27.7019,35.1581,17.954,80.8779,22.6107,98.58,4.38963,5.614393,131.5411182,-2.7036,4.3308
6:09:22,27.6907,35.1635,18.155,80.9267,22.6184,98.58,4.38027,5.613976,130.9466615,-2.2644,4.8996
6:09:23,27.6854,35.166,18.184,80.9267,22.622,98.58,4.34919,5.613772,130.8206068,-2.9232,4.8132
6:09:24,27.6767,35.1696,18.214,80.9023,22.6275,98.58,4.35575,5.613355,131.49963,-2.9232,4.284
6:09:25,27.6739,35.1712,18.28,80.8779,22.6296,98.58,4.36658,5.613287,132.1286936,-2.7468,4.4604
6:09:26,27.6694,35.1733,18.369,80.9023,22.6327,98.58,4.38605,5.613108,132.1286936,-1.9116,4.77
6:09:27,27.6679,35.1745,18.451,80.9023,22.634,98.58,4.39194,5.613125,132.9994709,-2.1744,5.166
6:09:28,27.6694,35.1745,18.652,80.9267,22.6336,98.58,4.39316,5.613295,134.0543939,-2.79,5.4288
6:09:29,27.668,35.1753,19.098,80.9023,22.6347,98.58,4.39164,5.613279,135.9536548,-3.3192,5.2092
6:09:30,27.6571,35.1787,19.486,80.9023,22.6407,98.58,4.3839,5.612623,137.0719042,-2.8368,4.8132
6:09:31,27.6545,35.18,19.508,80.9023,22.6425,98.58,4.36393,5.612529,139.3255699,-2.484,4.1544
6:09:32,27.6592,35.1792,19.09,80.9023,22.6404,98.58,4.37533,5.612895,139.1015777,-1.9116,4.1544
6:09:33,27.6565,35.1806,18.606,80.9023,22.6424,98.58,4.39076,5.612784,140.4582734,-2.6136,3.7584
6:09:34,27.6553,35.1813,18.464,80.9023,22.6433,98.58,4.36788,5.612759,141.0383559,-3.3624,4.1112
6:09:35,27.655,35.1818,18.776,80.9023,22.6438,98.58,4.36866,5.61281,141.5405942,-3.9348,4.4604
6:09:36,27.6533,35.1827,19.193,80.9267,22.645,98.58,4.39792,5.612768,141.7189092,-3.5388,4.284
6:09:37,27.6528,35.1833,19.335,80.9267,22.6456,98.58,4.39375,5.612802,140.4582734,-2.4408,4.3308
6:09:38,27.6537,35.1835,19.215,80.9267,22.6455,98.58,4.37715,5.61293,140.8583331,-3.186,4.1976
6:09:39,27.6553,35.1835,19.088,80.9267,22.6449,98.58,4.38796,5.613091,140.2409824,-3.186,3.7152
6:09:40,27.6645,35.1809,19.051,80.9023,22.64,98.58,4.38347,5.613696,138.6574044,-1.9548,3.4056
6:09:41,27.6655,35.181,18.991,80.9023,22.6397,98.58,4.38398,5.613807,137.719558,-1.9116,4.4172
6:09:42,27.6644,35.182,18.849,80.8779,22.6409,98.58,4.38243,5.613841,137.262541,-1.9116,4.77
6:09:43,27.666,35.1823,18.692,80.9023,22.6406,98.58,4.37463,5.614028,136.5721972,-2.484,4.8132
6:09:44,27.6675,35.1822,18.796,80.9023,22.64,98.58,4.38556,5.614182,137.0343325,-3.0564,4.9896
6:09:45,27.6668,35.1828,19.146,80.9267,22.6407,98.58,4.39765,5.614216,137.5675896,-2.9232,4.4604
6:09:46,27.6662,35.1832,19.4,80.9023,22.6412,98.58,4.38501,5.614224,137.1876065,-2.3076,4.9464
6:09:47,27.6649,35.1841,19.296,80.9267,22.6423,98.58,4.36887,5.614199,137.8711608,-2.4408,5.166
6:09:48,27.6648,35.1847,18.923,80.9267,22.6427,98.58,4.38482,5.614258,138.9558793,-2.4408,5.076
6:09:49,27.6706,35.1834,18.707,80.9267,22.6399,98.58,4.39473,5.614684,139.9481935,-2.79,4.8132
6:09:50,27.6713,35.1834,18.848,80.9023,22.6397,98.58,4.3911,5.614761,139.8013268,-2.2212,5.2956
6:09:51,27.665,35.1855,19.123,80.9267,22.6433,98.58,4.373,5.614412,140.5325318,-1.9116,5.2956
6:09:52,27.6623,35.1866,19.146,80.8535,22.645,98.58,4.37316,5.614276,140.8199082,-1.4724,5.1192
6:09:53,27.6645,35.1864,18.892,80.9267,22.6441,98.58,4.39758,5.614471,141.6108034,-2.1744,5.1192
6:09:54,27.6676,35.186,18.721,80.9267,22.6428,98.58,4.3772,5.614735,143.1644721,-3.3192,5.166
6:09:55,27.6701,35.1854,18.884,80.9023,22.6416,98.58,4.37166,5.614914,144.3099624,-3.8016,5.076
6:09:56,27.6644,35.1875,19.271,80.9023,22.645,98.58,4.3676,5.614625,144.2083124,-2.79,4.8132
