Time [LST],"Temperature [ITS-90, deg C]","Salinity, Practical [PSU]","Depth [salt water, m], lat = 33.00","Beam Transmission, Chelsea/Seatech/WET Labs CStar [%]","Density [sigma-t, Kg/m^3 ]",Altimeter [m],"Oxygen, SBE 43 [ml/l]",Conductivity [S/m],Heading [deg],Pitching [deg],Rolling [deg]
7:43:37,26.2713,35.0363,7.206,80.6827,22.9759,1.27,2.54998,5.445643,254.4421204,-7.1856,10.1304
7:43:38,26.266,35.0389,7.191,80.7315,22.9795,44.86,2.65196,5.445441,254.8664665,-6.9228,9.8244
7:43:39,26.268,35.0353,7.138,80.7559,22.9762,61.66,2.86798,5.445155,255.1947549,-7.056,10.2204
7:43:40,26.2627,35.0388,7.093,80.7559,22.9804,64.32,2.9943,5.445071,259.5457162,-6.0012,9.8244
7:43:41,26.2558,35.0458,7.13,80.7559,22.9879,42.59,2.93733,5.445315,262.6039325,-7.362,8.5068
7:43:42,26.2544,35.0463,7.241,80.7803,22.9887,1.54,2.85888,5.44524,277.3960675,-7.5816,7.6716
7:43:43,26.2583,35.0447,7.338,80.7559,22.9863,1.66,2.79518,5.445441,280.3016142,-6.9228,6.1308
7:43:44,26.2512,35.0518,7.315,80.7315,22.9938,1.64,2.7253,5.445669,280.4542838,-6.7896,6.1776
7:43:45,26.2613,35.0426,7.195,80.7803,22.9837,1.42,2.66641,5.445458,280.146673,-5.166,6.4404
7:43:46,26.2739,35.0326,7.068,80.7803,22.9722,25.49,2.59854,5.445391,277.1609003,-5.6916,6.3504
7:43:47,26.271,35.0374,7.067,80.7559,22.9768,81.42,2.53352,5.445761,276.4654184,-4.8564,6.3072
7:43:48,26.2505,35.0614,7.208,80.7559,23.0013,1.95,2.51806,5.446914,276.4654184,-3.5388,6.7896
7:43:49,26.2522,35.0682,7.379,80.7559,23.0059,6.23,2.62629,5.448041,263.2947722,-5.472,6.966
7:43:50,26.2471,35.0639,7.393,80.7803,23.0042,42.34,2.71154,5.446914,263.2947722,-6.3504,6.8364
7:43:51,26.2482,35.0631,7.199,80.7559,23.0033,1.32,2.78148,5.446905,263.2947722,-6.0012,6.3504
7:43:52,26.2557,35.0592,6.974,80.7071,22.998,1.49,2.85414,5.447149,276.7052278,-4.9464,6.4404
7:43:53,26.2724,35.0507,6.988,80.7315,22.9863,1.56,2.9171,5.447729,263.2947722,-6.3972,6.3072
7:43:54,26.2803,35.0538,7.248,80.7559,22.9862,47.18,2.94905,5.449008,263.5345816,-5.6484,6.9228
7:43:55,26.274,35.0525,7.411,80.7803,22.9872,44.79,2.99658,5.448167,262.6039325,-6.57,7.2324
7:43:56,26.2742,35.0656,7.358,80.6827,22.997,3.61,2.93425,5.449992,262.8390997,-6.3972,8.0676
7:43:57,26.2755,35.0899,7.156,80.7071,23.015,64.15,3.22561,5.453476,276.2164054,-5.6052,7.452
7:43:58,26.271,35.0919,6.947,80.6827,23.0178,42.32,4.28467,5.453266,277.1609003,-6.8796,5.7816
7:43:59,26.2732,35.0922,6.812,80.6339,23.0174,1.22,4.72321,5.453543,279.1339206,-7.056,4.5504
7:44:00,26.2794,35.0916,6.863,80.6339,23.015,1.66,4.61147,5.454107,280.3016142,-6.8364,4.7268
7:44:01,26.2864,35.0915,7.101,80.7071,23.0127,25.42,4.52622,5.45484,279.1339206,-7.5384,5.166
7:44:02,26.2852,35.0922,7.405,80.7559,23.0136,98.58,4.48327,5.454823,277.6067293,-7.5384,6.3072
7:44:03,26.2811,35.0934,7.538,80.7559,23.0158,98.61,4.46124,5.454571,276.7052278,-7.9344,5.8248
7:44:04,26.2763,35.0946,7.381,80.7315,23.0183,98.61,4.47584,5.454217,277.8117448,-7.0092,5.2956
7:44:05,26.2771,35.095,7.015,80.7071,23.0183,81.64,4.48351,5.454351,278.7806469,-6.1776,4.4604
7:44:06,26.2823,35.0951,6.761,80.7315,23.0167,1.71,4.48154,5.45489,277.6067293,-6.7464,4.8132
7:44:07,26.2796,35.0955,6.88,80.7315,23.0179,1.61,4.48326,5.454671,263.7835946,-7.4052,5.0328
7:44:08,26.278,35.0961,7.154,80.7803,23.0189,1.61,4.47904,5.454596,262.6039325,-5.472,5.2524
7:44:09,26.2744,35.097,7.191,80.8047,23.0206,1.49,4.48523,5.454335,259.23453,-5.0328,6.57
7:44:10,26.2707,35.0978,7.004,80.8047,23.0224,47.06,4.49676,5.454065,258.2372129,-3.8016,8.154
7:44:11,26.272,35.0981,6.832,80.7559,23.0222,25.08,4.50153,5.454234,257.5700774,-3.5388,8.6364
7:44:12,26.2705,35.0988,6.92,80.7803,23.0232,81.59,4.50216,5.454166,256.3316984,-5.076,9.0324
7:44:13,26.2444,35.102,7.247,80.7803,23.0338,2,4.48807,5.451878,258.3728905,-5.6916,8.946
7:44:14,26.2319,35.1035,7.544,80.7071,23.0389,2.37,4.4741,5.450767,262.8390997,-5.3856,8.1108
7:44:15,26.234,35.1039,7.521,80.7071,23.0386,3.57,4.48488,5.451053,279.3197332,-5.1192,7.3188
7:44:16,26.2362,35.1045,7.17,80.6827,23.0383,2.78,4.47808,5.451356,283.5514258,-5.9112,6.0012
7:44:17,26.2353,35.1052,6.7,80.6583,23.0391,1.83,4.46196,5.451331,286.5683985,-6.0012,4.4604
7:44:18,26.2512,35.1036,6.506,80.7071,23.0329,1.68,4.46385,5.452778,286.7602079,-6.7896,4.8132
7:44:19,26.2652,35.1016,6.654,80.7315,23.027,1.49,4.49485,5.45399,285.8625858,-7.2324,4.8996
7:44:20,26.2609,35.1028,6.981,80.7559,23.0293,1.61,4.49528,5.45372,283.6683016,-7.758,4.6368
7:44:21,26.2642,35.103,7.301,80.8047,23.0283,1.86,4.48033,5.454099,284.4788498,-6.9228,4.8132
7:44:22,26.2701,35.1025,7.397,80.8047,23.0261,1.95,4.47654,5.454655,283.9086984,-5.562,4.3308
7:44:23,26.2667,35.1035,7.24,80.7071,23.028,2.27,4.48907,5.454428,280.9117237,-6.57,4.8132
7:44:24,26.2702,35.1035,6.948,80.6583,23.0269,44.98,4.5001,5.454789,279.3197332,-6.6168,4.9464
7:44:25,26.2902,35.1011,6.843,80.6583,23.0188,98.58,4.50623,5.456565,278.2065176,-6.57,4.3308
7:44:26,26.2941,35.1011,6.985,80.7315,23.0175,81.83,4.4996,5.456978,276.9367884,-5.4288,5.076
7:44:27,26.2923,35.1018,7.141,80.7559,23.0186,24.71,4.50375,5.456885,263.5345816,-4.0212,5.8248
7:44:28,26.2918,35.1021,7.103,80.7803,23.0191,98.58,4.48739,5.456877,259.3952202,-5.562,6.9228
7:44:29,26.2923,35.1025,6.923,80.7315,23.0192,43.1,4.48874,5.456978,255.7521161,-5.076,8.1972
7:44:30,26.2916,35.1031,6.781,80.7315,23.0198,1.44,4.49365,5.456977,256.9364603,-3.2292,8.1972
7:44:31,26.292,35.1033,6.87,80.7803,23.0198,2.52,4.49267,5.457053,255.3027655,-3.4956,8.6796
7:44:32,26.2868,35.1045,7.137,80.8047,23.0224,2.54,4.4966,5.456683,255.1947549,-3.4056,9.738
7:44:33,26.2646,35.1076,7.315,80.8535,23.0317,2.1,4.48764,5.45479,254.1374142,-3.978,10.0008
7:44:34,26.234,35.1118,7.24,80.8535,23.0445,1.86,4.49546,5.45213,256.3316984,-3.9348,10.9224
7:44:35,26.2323,35.112,6.979,80.8047,23.0452,1.83,4.50537,5.45197,260.5119488,-4.68,10.4832
7:44:36,26.2353,35.112,6.68,80.8047,23.0442,1.71,4.50997,5.452265,263.5345816,-5.8248,9.5148
7:44:37,26.2475,35.1107,6.531,80.7803,23.0394,83.15,4.50365,5.453375,279.3197332,-5.7348,8.0208
7:44:38,26.2607,35.1092,6.731,80.7559,23.0342,82.05,4.49747,5.45457,281.6271095,-8.0208,7.9344
7:44:39,26.251,35.1107,7.125,80.7559,23.0384,24.59,4.5097,5.453771,283.1846613,-9.1224,7.362
7:44:40,26.2468,35.1116,7.378,80.8047,23.0403,98.58,4.50414,5.453452,284.8052451,-7.6248,6.5268
7:44:41,26.2563,35.1105,7.258,80.8047,23.0365,98.58,4.49702,5.454301,283.3146548,-6.264,6.7032
7:44:42,26.2684,35.1094,6.848,80.7803,23.0319,4.98,4.49802,5.455404,279.6534613,-5.7816,6.8364
7:44:43,26.2778,35.1086,6.527,80.7803,23.0283,1.93,4.49129,5.45627,276.9367884,-5.3424,7.1856
7:44:44,26.2843,35.108,6.623,80.7803,23.0259,1.78,4.49441,5.456885,263.0632116,-5.3856,8.55
7:44:45,26.2871,35.1079,6.995,80.7803,23.0249,1.78,4.49642,5.45718,262.8390997,-5.7348,8.55
7:44:46,26.2904,35.1079,7.218,80.8047,23.0239,1.81,4.47796,5.457542,263.2947722,-5.5152,7.9776
7:44:47,26.2928,35.1077,7.143,80.7803,23.0229,1.81,4.47083,5.457752,263.7835946,-4.8564,7.9344
7:44:48,26.2909,35.1085,6.971,80.7315,23.0241,1.76,4.48969,5.457668,277.1609003,-3.8916,8.46
7:44:49,26.2854,35.1096,6.978,80.1702,23.0267,2.08,4.49549,5.45723,277.8117448,-3.672,7.9344
7:44:50,26.2862,35.1096,7.089,80.7315,23.0264,1.83,4.49847,5.457314,277.1609003,-5.166,8.1108
7:44:51,26.285,35.1101,7.029,80.7315,23.0272,1.76,4.48709,5.457256,277.6067293,-5.3856,7.452
7:44:52,26.2857,35.1102,6.79,80.7559,23.027,1.59,4.47451,5.45734,281.4898521,-4.77,7.4052
7:44:53,26.2843,35.1108,6.64,80.7803,23.028,1.51,4.47401,5.457272,288.4282978,-3.7584,7.3188
7:44:54,26.2812,35.1114,6.804,80.8047,23.0294,1.54,4.48768,5.457037,290.7653918,-5.9112,6.0444
7:44:55,26.2641,35.1141,7.34,80.8047,23.0368,1.47,4.50392,5.455623,293.7203178,-7.5384,4.4604
7:44:56,26.2181,35.1194,7.875,80.8291,23.0552,1.17,4.49716,5.451525,297.1719557,-7.452,3.3624
7:44:57,26.2403,35.117,8.076,80.7559,23.0464,1.39,4.48493,5.453553,298.3141795,-5.9544,3.4488
7:44:58,26.2697,35.1128,7.896,80.7803,23.034,63.47,4.48849,5.456061,295.794572,-5.9112,3.7152
7:44:59,26.2816,35.1117,7.583,80.8047,23.0295,98.58,4.48261,5.457155,293.7203178,-5.6052,3.8916
7:45:00,26.2854,35.1111,7.501,80.8047,23.0278,63.17,4.4605,5.457466,289.9618742,-6.5268,3.3624
7:45:01,26.2808,35.1122,7.835,80.8291,23.0301,1.66,4.48031,5.457138,284.5884419,-7.8012,3.978
7:45:02,26.2691,35.114,8.363,80.8291,23.0351,24.47,4.4838,5.456179,282.8179237,-7.452,5.2092
7:45:03,26.2681,35.1145,8.72,80.8535,23.0358,82.47,4.48255,5.456154,282.5570532,-5.7816,4.8132
7:45:04,26.263,35.115,8.764,80.8535,23.0378,1.71,4.48736,5.455699,279.8161104,-6.0444,5.2524
7:45:05,26.2314,35.117,8.644,80.8779,23.0493,1.49,4.49876,5.452636,280.146673,-4.8564,5.9112
7:45:06,26.1805,35.1225,8.659,80.6827,23.0693,1.59,4.494,5.448034,278.2065176,-5.8248,5.3424
7:45:07,26.1446,35.1269,8.971,80.8779,23.0839,1.44,4.47248,5.444872,278.5986133,-5.8248,5.9112
7:45:08,26.1643,35.1241,9.44,80.8779,23.0756,24.13,4.47004,5.44658,279.6534613,-5.8248,6.1776
7:45:09,26.1281,35.1276,9.827,80.8779,23.0896,98.58,4.47853,5.443267,281.4898521,-5.9544,5.562
7:45:10,26.1243,35.1285,9.96,80.9023,23.0915,98.58,4.47634,5.442998,283.6683016,-5.562,5.7816
7:45:11,26.1305,35.1265,9.818,80.8779,23.088,98.58,4.46893,5.443359,285.0278294,-5.3856,5.9544
7:45:12,26.0991,35.1301,9.624,80.8779,23.1006,98.58,4.48925,5.440543,287.6133858,-4.5072,5.562
7:45:13,26.0808,35.1325,9.728,80.9023,23.1081,98.58,4.49595,5.438946,287.5222698,-4.8564,5.1192
7:45:14,26.0334,35.1382,10.249,80.8779,23.1272,98.58,4.48018,5.434752,286.0708743,-5.7816,5.2956
7:45:15,25.982,35.143,10.919,80.8779,23.1468,98.58,4.47225,5.430031,285.8625858,-6.4404,5.562
7:45:16,25.9749,35.1424,11.261,80.8779,23.1486,98.58,4.47346,5.429217,287.6133858,-4.7268,5.166
7:45:17,26.0097,35.1388,11.186,80.8779,23.1351,98.58,4.47777,5.432392,288.4282978,-3.7584,5.7816
7:45:18,26.0185,35.1385,10.947,80.8779,23.132,98.58,4.48159,5.433257,286.3662746,-3.5388,5.2092
7:45:19,26.0315,35.1373,10.864,80.8779,23.1271,98.58,4.47621,5.434459,284.9124908,-3.9348,5.472
7:45:20,25.9887,35.1416,11.095,80.8779,23.1437,98.58,4.46751,5.430544,282.693364,-4.5936,5.7348
7:45:21,25.9866,35.1415,11.49,80.8779,23.1443,98.58,4.48639,5.430334,281.056066,-4.1976,6.0444
7:45:22,26.0412,35.1334,11.839,80.9023,23.1212,98.58,4.48273,5.434988,278.959011,-4.1112,6.5268
7:45:23,26.1364,35.1262,12.092,80.9023,23.086,98.58,4.44037,5.444042,276.4654184,-4.1112,5.9544
7:45:24,26.1566,35.1245,12.293,80.9023,23.0783,98.58,4.44721,5.445942,263.5345816,-4.6368,6.7896
7:45:25,26.1934,35.1208,12.486,80.9511,23.064,98.58,4.44705,5.449323,262.1882552,-4.4172,7.1856
7:45:26,26.2063,35.1196,12.657,80.9267,23.059,98.58,4.43389,5.450518,262.6039325,-2.6604,7.056
7:45:27,26.2066,35.1204,12.693,80.9267,23.0595,98.58,4.43587,5.450661,261.4013867,-2.7468,7.1856
7:45:28,26.2092,35.1184,12.641,80.9023,23.0572,98.58,4.45962,5.450661,262.1882552,-1.9116,6.9228
7:45:29,26.127,35.1286,12.716,80.9267,23.0907,98.58,4.47177,5.443403,261.2193531,-3.3192,7.0092
7:45:30,26.0595,35.1369,13.072,80.9023,23.1181,98.58,4.48063,5.437451,261.9884527,-3.3192,7.6716
7:45:31,25.9329,35.1495,13.586,80.9023,23.167,98.58,4.47285,5.425859,262.8390997,-3.7584,7.1856
7:45:32,25.941,35.1468,13.869,80.8779,23.1625,98.58,4.46598,5.426355,263.5345816,-3.8016,7.452
7:45:33,25.9855,35.1377,13.809,80.8535,23.1417,98.58,4.48136,5.429798,276.4654184,-2.484,7.3188
7:45:34,25.916,35.1488,13.623,80.8535,23.1717,98.58,4.48305,5.423987,276.4654184,-3.1428,7.452
7:45:35,25.8637,35.1556,13.652,80.8779,23.1932,98.58,4.4717,5.41942,276.7052278,-4.4604,7.3188
7:45:36,25.8339,35.1586,13.979,80.8779,23.2047,98.58,4.47829,5.416702,277.1609003,-5.076,7.1856
7:45:37,25.8371,35.1576,14.449,80.8291,23.2029,98.58,4.48495,5.416928,278.0115473,-4.9896,7.056
7:45:38,25.8043,35.1611,14.843,80.8291,23.2158,98.58,4.49679,5.413967,279.4880512,-4.4172,6.3972
7:45:39,25.799,35.1607,15.111,80.8535,23.2172,98.58,4.49627,5.413363,279.8161104,-4.4172,6.3072
7:45:40,25.8018,35.1607,15.222,80.8535,23.2163,98.58,4.49308,5.413657,279.3197332,-4.9464,6.5268
7:45:41,25.7957,35.1609,15.169,80.8535,23.2183,98.58,4.48991,5.413053,279.4880512,-4.4604,6.0444
7:45:42,25.7951,35.1607,15.064,80.8535,23.2183,98.58,4.48638,5.412952,279.3197332,-3.8916,5.7816
7:45:43,25.7879,35.161,15.064,80.8535,23.2208,98.58,4.5055,5.412231,278.0115473,-4.284,5.6484
7:45:44,25.7766,35.1623,15.332,80.8535,23.2253,98.58,4.51797,5.411241,277.1609003,-4.4172,5.6916
7:45:45,25.7694,35.1634,15.786,80.8779,23.2284,98.58,4.50295,5.410654,276.7052278,-4.3308,6.1776
7:45:46,25.7639,35.1643,16.18,80.8535,23.2307,98.58,4.4969,5.410202,276.4654184,-3.8916,6.264
7:45:47,25.7699,35.1627,16.343,80.8535,23.2277,98.58,4.50325,5.410629,275.9349109,-3.8916,6.2208
7:45:48,25.7673,35.1631,16.32,80.8779,23.2287,98.58,4.48677,5.410403,263.7835946,-3.8016,6.1776
7:45:49,25.7617,35.1638,16.372,80.8535,23.231,98.58,4.47554,5.409908,263.5345816,-3.8916,6.1776
7:45:50,25.7504,35.1661,16.669,80.8535,23.2363,98.58,4.48151,5.409061,262.6039325,-4.284,6.2208
7:45:51,25.7407,35.1676,17.049,80.8779,23.2405,98.58,4.48541,5.408256,261.9884527,-4.284,6.3972
7:45:52,25.7396,35.1675,17.242,80.8535,23.2407,98.58,4.47853,5.408131,261.9884527,-3.8016,6.1776
7:45:53,25.7395,35.1673,17.204,80.8779,23.2406,98.58,4.48558,5.408089,261.4013867,-4.1976,6.1776
7:45:54,25.7334,35.1685,17.189,80.8779,23.2434,98.58,4.49154,5.407611,261.040989,-3.8016,6.4836
7:45:55,25.7325,35.1682,17.367,80.8779,23.2434,98.58,4.49317,5.407485,260.5119488,-3.8916,6.3504
7:45:56,25.7298,35.1688,17.673,80.8779,23.2447,98.58,4.49954,5.407301,259.853327,-3.5388,7.6248
7:45:57,25.7269,35.1693,17.97,80.8779,23.246,98.58,4.49886,5.407075,259.3952202,-4.0212,7.2756
7:45:58,25.7248,35.1695,18.216,80.8779,23.2467,98.58,4.50767,5.406882,259.0882763,-4.1976,7.1856
7:45:59,25.7237,35.1695,18.401,80.8779,23.2471,98.58,4.5043,5.40679,259.3952202,-3.9348,7.6248
7:46:00,25.7234,35.1693,18.513,80.8779,23.2471,98.58,4.50837,5.406723,259.0882763,-4.1544,7.056
7:46:01,25.7223,35.1693,18.55,80.8779,23.2474,98.58,4.51656,5.406622,260.3465387,-3.186,7.3188
7:46:02,25.7213,35.1693,18.564,80.8779,23.2477,98.58,4.50751,5.406513,258.943934,-4.5072,6.7896
7:46:03,25.7193,35.1692,18.676,80.9023,23.2483,98.58,4.50211,5.406287,258.943934,-4.1544,7.3188
7:46:04,25.7153,35.1698,18.966,80.9023,23.25,98.58,4.50457,5.405968,258.6606925,-4.5504,7.5816
7:46:05,25.7104,35.1702,19.36,80.9023,23.2518,98.58,4.5026,5.405524,259.23453,-4.0644,7.8012
7:46:06,25.6997,35.1718,19.725,80.9023,23.2563,98.58,4.51408,5.404628,259.5457162,-4.4604,7.5384
7:46:07,25.6989,35.172,19.985,80.9023,23.2567,98.58,4.52238,5.404577,260.8660794,-3.9348,7.4052
7:46:08,25.696,35.1725,20.022,80.9023,23.258,98.58,4.51595,5.404343,260.5119488,-4.8132,7.056
7:46:09,25.6868,35.1749,19.925,80.9023,23.2626,98.58,4.49668,5.403706,261.040989,-4.4172,7.452
7:46:10,25.681,35.176,19.88,80.9023,23.2652,98.58,4.48743,5.403228,260.3465387,-4.4604,7.452
7:46:11,25.6766,35.1769,20.021,80.9267,23.2673,98.58,4.50356,5.402901,260.5119488,-4.0644,6.9228
7:46:12,25.6773,35.1766,20.349,80.9267,23.2668,98.58,4.52096,5.402952,259.6983858,-4.4604,7.452
7:46:13,25.6748,35.1771,20.699,80.9267,23.268,98.58,4.50404,5.402767,259.853327,-4.8132,7.6716
7:46:14,25.6751,35.1768,20.959,80.9267,23.2677,98.58,4.49649,5.402776,260.6802668,-4.1976,7.6716
7:46:15,25.6739,35.1768,21.115,80.9267,23.268,98.58,4.49725,5.40265,260.8660794,-4.1976,7.4952
7:46:16,25.6695,35.178,21.249,80.9267,23.2703,98.58,4.48445,5.402357,261.040989,-4.3308,7.5816
7:46:17,25.672,35.1767,21.435,80.9267,23.2686,98.58,4.489,5.402458,260.5119488,-4.9464,7.1856
7:46:18,25.6713,35.1768,21.688,80.9511,23.2689,98.58,4.49332,5.402399,260.3465387,-4.8996,7.056
7:46:19,25.6707,35.1767,21.926,80.9267,23.269,98.58,4.48538,5.402332,260.3465387,-4.8996,7.1856
7:46:20,25.6705,35.1765,22.038,80.9267,23.2689,98.58,4.49962,5.402299,260.8660794,-4.1976,7.1856
7:46:21,25.6697,35.1766,21.978,80.9511,23.2692,98.58,4.50171,5.402215,260.5119488,-4.4172,7.1856
7:46:22,25.6696,35.1763,21.881,80.9511,23.269,98.58,4.50462,5.402164,260.6802668,-4.1976,6.9228
7:46:23,25.6614,35.1786,22.022,80.9267,23.2733,98.58,4.49455,5.401628,260.5119488,-4.1112,6.66
7:46:24,25.6629,35.1781,22.483,80.9511,23.2724,98.58,4.51036,5.401729,259.23453,-5.076,7.056
7:46:25,25.6589,35.1791,23.094,80.9511,23.2744,98.58,4.52113,5.401469,258.3728905,-6.0444,7.1856
7:46:26,25.6594,35.1785,23.525,80.9267,23.2739,98.58,4.50908,5.401461,259.23453,-4.7268,7.3188
7:46:27,25.661,35.178,23.599,80.9511,23.2729,98.58,4.49278,5.40157,260.6802668,-3.9348,7.3188
7:46:28,25.6623,35.1773,23.39,80.9755,23.2721,98.58,4.49822,5.401595,260.6802668,-3.8016,7.056
7:46:29,25.6637,35.1765,23.159,80.9755,23.271,98.58,4.50216,5.40162,260.3465387,-3.9348,6.57
7:46:30,25.66,35.1774,23.158,80.9511,23.2728,98.58,4.51198,5.401352,258.943934,-4.68,6.264
7:46:31,25.6605,35.1771,23.493,80.9755,23.2724,98.58,4.52632,5.401377,258.3728905,-4.9896,6.5268
7:46:32,25.6601,35.1771,24.044,80.9755,23.2725,98.58,4.52708,5.401361,257.6985008,-6.0876,7.3188
7:46:33,25.6576,35.1774,24.468,80.9755,23.2736,98.58,4.50915,5.40116,259.23453,-4.5072,7.3188
7:46:34,25.6589,35.1768,24.639,80.9755,23.2727,98.58,4.50813,5.401236,259.5457162,-4.3308,7.0992
7:46:35,25.658,35.1768,24.676,80.9511,23.273,98.58,4.51591,5.401127,260.8660794,-3.7152,6.8364
7:46:36,25.6571,35.1767,24.773,80.9511,23.2732,98.58,4.51602,5.401035,260.3465387,-4.5504,6.4836
7:46:37,25.6564,35.1768,24.989,80.9755,23.2734,98.58,4.50096,5.400976,260.3465387,-4.4172,6.7896
7:46:38,25.6537,35.1773,25.212,80.9511,23.2747,98.58,4.50834,5.400767,260.5119488,-4.0644,6.9228
7:46:39,25.6534,35.1771,25.315,80.9755,23.2746,98.58,4.52676,5.400725,260.6802668,-3.978,6.57
7:46:40,25.6539,35.1767,25.322,80.9999,23.2742,98.58,4.50339,5.400716,260.5119488,-3.978,6.3072
7:46:41,25.6542,35.1764,25.344,80.9755,23.2739,98.58,4.49924,5.400708,260.1838896,-4.0212,6.57
7:46:42,25.6544,35.1761,25.478,80.9267,23.2736,98.58,4.50908,5.400691,259.0882763,-4.1976,6.264
7:46:43,25.655,35.1758,25.783,80.9755,23.2731,98.58,4.51985,5.400725,258.2372129,-4.5504,6.7896
7:46:44,25.6526,35.1764,26.236,80.9755,23.2743,98.58,4.50147,5.400574,257.8282581,-4.4604,7.056
7:46:45,25.653,35.176,26.72,80.9755,23.2739,98.58,4.49861,5.400583,257.4429468,-4.6368,7.1856
7:46:46,25.6523,35.1762,26.995,80.9755,23.2743,98.58,4.51818,5.400541,258.2372129,-3.8016,6.7896
7:46:47,25.6545,35.1752,26.979,80.9755,23.2728,98.58,4.51805,5.400642,257.6985008,-4.0212,6.57
7:46:48,25.654,35.1751,26.8,80.9755,23.2729,98.58,4.51738,5.400575,257.5700774,-3.8016,6.6168
7:46:49,25.6529,35.1751,26.724,80.9999,23.2732,98.58,4.51032,5.400449,257.1820763,-3.9348,6.5268
7:46:50,25.6501,35.1758,26.91,80.9999,23.2746,98.58,4.5131,5.400256,255.8642918,-3.9348,6.66
7:46:51,25.6485,35.1761,27.215,80.9755,23.2754,98.58,4.52963,5.400156,255.9773465,-3.9348,6.7896
7:46:52,25.6474,35.1763,27.482,80.9999,23.2759,98.58,4.52882,5.400064,255.8642918,-4.0644,6.9228
7:46:53,25.6473,35.1761,27.757,80.9999,23.2758,98.58,4.52483,5.400039,255.8642918,-4.0644,7.056
7:46:54,25.6432,35.1773,28.122,80.9999,23.2779,98.58,4.51462,5.399788,256.3316984,-4.0212,6.8364
7:46:55,25.6407,35.1778,28.419,80.9755,23.2791,98.58,4.49364,5.399603,257.0586955,-4.1544,6.9228
7:46:56,25.6369,35.1787,28.523,80.9755,23.2809,98.58,4.48639,5.399335,258.2372129,-3.9348,6.5268
7:46:57,25.6345,35.1792,28.47,80.9999,23.282,98.58,4.49274,5.399151,258.6606925,-3.582,6.5268
7:46:58,25.6335,35.1792,28.455,80.9999,23.2824,98.58,4.50302,5.399042,258.3728905,-4.1544,6.66
7:46:59,25.6301,35.1798,28.596,80.9999,23.2838,98.58,4.52461,5.398774,258.8014292,-4.0644,6.4404
7:47:00,25.6305,35.1797,28.841,80.9755,23.2837,98.58,4.52265,5.398808,258.103061,-4.0644,6.57
7:47:01,25.6303,35.1794,29.094,80.9999,23.2835,98.58,4.52367,5.398766,257.6985008,-4.0644,6.8364
7:47:02,25.6274,35.1798,29.317,80.9999,23.2847,98.58,4.50977,5.398523,258.2372129,-3.5388,6.8364
7:47:03,25.6271,35.1798,29.533,80.9999,23.2848,98.58,4.50073,5.39849,257.6985008,-3.672,6.9228
7:47:04,25.626,35.1797,29.748,80.9999,23.2851,98.58,4.49797,5.398381,257.306636,-4.0212,6.5268
7:47:05,25.6227,35.1799,29.986,80.9999,23.2862,98.58,4.49684,5.398071,256.3316984,-4.1976,6.3504
